 Initializing flow with inflow =            1
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  17800   0.10000E-02   0.14505E+02   0.22572E+01   0.34434E-05   0.10534E-05   0.00000E+00   0.00000E+00   0.83970E-07   0.00000E+00
  17900   0.10000E-02   0.14510E+02   0.22563E+01   0.32547E-05   0.10369E-05   0.00000E+00   0.00000E+00   0.81843E-07   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  18000   0.10000E-02   0.14516E+02   0.22555E+01   0.30764E-05   0.10206E-05   0.00000E+00   0.00000E+00   0.79762E-07   0.00000E+00
  18100   0.10000E-02   0.14522E+02   0.22546E+01   0.29078E-05   0.10046E-05   0.00000E+00   0.00000E+00   0.77724E-07   0.00000E+00
  18200   0.10000E-02   0.14527E+02   0.22538E+01   0.27484E-05   0.98881E-06   0.00000E+00   0.00000E+00   0.75731E-07   0.00000E+00
  18300   0.10000E-02   0.14533E+02   0.22530E+01   0.25978E-05   0.97328E-06   0.00000E+00   0.00000E+00   0.73782E-07   0.00000E+00
  18400   0.10000E-02   0.14538E+02   0.22522E+01   0.24556E-05   0.95798E-06   0.00000E+00   0.00000E+00   0.71875E-07   0.00000E+00
  18500   0.10000E-02   0.14544E+02   0.22514E+01   0.23212E-05   0.94290E-06   0.00000E+00   0.00000E+00   0.70012E-07   0.00000E+00
  18600   0.10000E-02   0.14550E+02   0.22506E+01   0.21944E-05   0.92805E-06   0.00000E+00   0.00000E+00   0.68191E-07   0.00000E+00
  18700   0.10000E-02   0.14555E+02   0.22498E+01   0.20747E-05   0.91342E-06   0.00000E+00   0.00000E+00   0.66413E-07   0.00000E+00
  18800   0.10000E-02   0.14561E+02   0.22490E+01   0.19617E-05   0.89900E-06   0.00000E+00   0.00000E+00   0.64677E-07   0.00000E+00
  18900   0.10000E-02   0.14567E+02   0.22483E+01   0.18550E-05   0.88478E-06   0.00000E+00   0.00000E+00   0.62982E-07   0.00000E+00
  19000   0.10000E-02   0.14572E+02   0.22476E+01   0.17545E-05   0.87078E-06   0.00000E+00   0.00000E+00   0.61329E-07   0.00000E+00
  19100   0.10000E-02   0.14578E+02   0.22468E+01   0.16596E-05   0.85696E-06   0.00000E+00   0.00000E+00   0.59718E-07   0.00000E+00
  19200   0.10000E-02   0.14584E+02   0.22461E+01   0.15702E-05   0.84334E-06   0.00000E+00   0.00000E+00   0.58147E-07   0.00000E+00
  19300   0.10000E-02   0.14590E+02   0.22454E+01   0.14859E-05   0.82992E-06   0.00000E+00   0.00000E+00   0.56617E-07   0.00000E+00
  19400   0.10000E-02   0.14595E+02   0.22447E+01   0.14065E-05   0.81667E-06   0.00000E+00   0.00000E+00   0.55128E-07   0.00000E+00
  19500   0.10000E-02   0.14601E+02   0.22440E+01   0.13316E-05   0.80361E-06   0.00000E+00   0.00000E+00   0.53678E-07   0.00000E+00
  19600   0.10000E-02   0.14607E+02   0.22433E+01   0.12611E-05   0.79072E-06   0.00000E+00   0.00000E+00   0.52268E-07   0.00000E+00
  19700   0.10000E-02   0.14613E+02   0.22427E+01   0.11948E-05   0.77801E-06   0.00000E+00   0.00000E+00   0.50897E-07   0.00000E+00
  19800   0.10000E-02   0.14618E+02   0.22420E+01   0.11323E-05   0.76546E-06   0.00000E+00   0.00000E+00   0.49564E-07   0.00000E+00
  19900   0.10000E-02   0.14624E+02   0.22414E+01   0.10735E-05   0.75308E-06   0.00000E+00   0.00000E+00   0.48270E-07   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  20000   0.10000E-02   0.14630E+02   0.22407E+01   0.10181E-05   0.74085E-06   0.00000E+00   0.00000E+00   0.47016E-07   0.00000E+00
  20100   0.10000E-02   0.14636E+02   0.22401E+01   0.96607E-06   0.72878E-06   0.00000E+00   0.00000E+00   0.45798E-07   0.00000E+00
  20200   0.10000E-02   0.14641E+02   0.22395E+01   0.91711E-06   0.71686E-06   0.00000E+00   0.00000E+00   0.44616E-07   0.00000E+00
  20300   0.10000E-02   0.14647E+02   0.22389E+01   0.87106E-06   0.70509E-06   0.00000E+00   0.00000E+00   0.43471E-07   0.00000E+00
  20400   0.10000E-02   0.14653E+02   0.22383E+01   0.82777E-06   0.69345E-06   0.00000E+00   0.00000E+00   0.42362E-07   0.00000E+00
  20500   0.10000E-02   0.14659E+02   0.22377E+01   0.78707E-06   0.68196E-06   0.00000E+00   0.00000E+00   0.41286E-07   0.00000E+00
  20600   0.10000E-02   0.14665E+02   0.22372E+01   0.74880E-06   0.67060E-06   0.00000E+00   0.00000E+00   0.40245E-07   0.00000E+00
  20700   0.10000E-02   0.14671E+02   0.22366E+01   0.71283E-06   0.65937E-06   0.00000E+00   0.00000E+00   0.39235E-07   0.00000E+00
  20800   0.10000E-02   0.14676E+02   0.22360E+01   0.67902E-06   0.64827E-06   0.00000E+00   0.00000E+00   0.38258E-07   0.00000E+00
  20900   0.10000E-02   0.14682E+02   0.22355E+01   0.64723E-06   0.63729E-06   0.00000E+00   0.00000E+00   0.37314E-07   0.00000E+00
  21000   0.10000E-02   0.14688E+02   0.22350E+01   0.61734E-06   0.62643E-06   0.00000E+00   0.00000E+00   0.36398E-07   0.00000E+00
  21100   0.10000E-02   0.14694E+02   0.22344E+01   0.58922E-06   0.61570E-06   0.00000E+00   0.00000E+00   0.35512E-07   0.00000E+00
  21200   0.10000E-02   0.14700E+02   0.22339E+01   0.56278E-06   0.60507E-06   0.00000E+00   0.00000E+00   0.34654E-07   0.00000E+00
  21300   0.10000E-02   0.14706E+02   0.22334E+01   0.53789E-06   0.59457E-06   0.00000E+00   0.00000E+00   0.33823E-07   0.00000E+00
  21400   0.10000E-02   0.14712E+02   0.22329E+01   0.51447E-06   0.58417E-06   0.00000E+00   0.00000E+00   0.33018E-07   0.00000E+00
  21500   0.10000E-02   0.14718E+02   0.22324E+01   0.49240E-06   0.57388E-06   0.00000E+00   0.00000E+00   0.32237E-07   0.00000E+00
  21600   0.10000E-02   0.14724E+02   0.22320E+01   0.47161E-06   0.56370E-06   0.00000E+00   0.00000E+00   0.31480E-07   0.00000E+00
  21700   0.10000E-02   0.14729E+02   0.22315E+01   0.45200E-06   0.55363E-06   0.00000E+00   0.00000E+00   0.30746E-07   0.00000E+00
  21800   0.10000E-02   0.14735E+02   0.22310E+01   0.43351E-06   0.54366E-06   0.00000E+00   0.00000E+00   0.30035E-07   0.00000E+00
  21900   0.10000E-02   0.14741E+02   0.22306E+01   0.41604E-06   0.53381E-06   0.00000E+00   0.00000E+00   0.29344E-07   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  22000   0.10000E-02   0.14747E+02   0.22301E+01   0.39953E-06   0.52405E-06   0.00000E+00   0.00000E+00   0.28673E-07   0.00000E+00
  22100   0.10000E-02   0.14753E+02   0.22297E+01   0.38393E-06   0.51440E-06   0.00000E+00   0.00000E+00   0.28021E-07   0.00000E+00
  22200   0.10000E-02   0.14759E+02   0.22293E+01   0.36915E-06   0.50486E-06   0.00000E+00   0.00000E+00   0.27387E-07   0.00000E+00
  22300   0.10000E-02   0.14765E+02   0.22289E+01   0.35516E-06   0.49542E-06   0.00000E+00   0.00000E+00   0.26771E-07   0.00000E+00
  22400   0.10000E-02   0.14771E+02   0.22285E+01   0.34189E-06   0.48609E-06   0.00000E+00   0.00000E+00   0.26171E-07   0.00000E+00
  22500   0.10000E-02   0.14777E+02   0.22281E+01   0.32929E-06   0.47687E-06   0.00000E+00   0.00000E+00   0.25587E-07   0.00000E+00
  22600   0.10000E-02   0.14783E+02   0.22277E+01   0.31733E-06   0.46776E-06   0.00000E+00   0.00000E+00   0.25018E-07   0.00000E+00
  22700   0.10000E-02   0.14789E+02   0.22273E+01   0.30596E-06   0.45875E-06   0.00000E+00   0.00000E+00   0.24463E-07   0.00000E+00
  22800   0.10000E-02   0.14795E+02   0.22269E+01   0.29513E-06   0.44986E-06   0.00000E+00   0.00000E+00   0.23922E-07   0.00000E+00
  22900   0.10000E-02   0.14801E+02   0.22266E+01   0.28482E-06   0.44107E-06   0.00000E+00   0.00000E+00   0.23395E-07   0.00000E+00
  23000   0.10000E-02   0.14807E+02   0.22262E+01   0.27499E-06   0.43239E-06   0.00000E+00   0.00000E+00   0.22880E-07   0.00000E+00
  23100   0.10000E-02   0.14813E+02   0.22259E+01   0.26561E-06   0.42383E-06   0.00000E+00   0.00000E+00   0.22378E-07   0.00000E+00
  23200   0.10000E-02   0.14819E+02   0.22255E+01   0.25665E-06   0.41538E-06   0.00000E+00   0.00000E+00   0.21888E-07   0.00000E+00
  23300   0.10000E-02   0.14825E+02   0.22252E+01   0.24808E-06   0.40704E-06   0.00000E+00   0.00000E+00   0.21409E-07   0.00000E+00
  23400   0.10000E-02   0.14831E+02   0.22249E+01   0.23989E-06   0.39882E-06   0.00000E+00   0.00000E+00   0.20942E-07   0.00000E+00
  23500   0.10000E-02   0.14837E+02   0.22246E+01   0.23205E-06   0.39071E-06   0.00000E+00   0.00000E+00   0.20485E-07   0.00000E+00
  23600   0.10000E-02   0.14843E+02   0.22242E+01   0.22453E-06   0.38272E-06   0.00000E+00   0.00000E+00   0.20038E-07   0.00000E+00
  23700   0.10000E-02   0.14849E+02   0.22239E+01   0.21733E-06   0.37484E-06   0.00000E+00   0.00000E+00   0.19602E-07   0.00000E+00
  23800   0.10000E-02   0.14855E+02   0.22237E+01   0.21041E-06   0.36709E-06   0.00000E+00   0.00000E+00   0.19176E-07   0.00000E+00
  23900   0.10000E-02   0.14861E+02   0.22234E+01   0.20378E-06   0.35945E-06   0.00000E+00   0.00000E+00   0.18758E-07   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  24000   0.10000E-02   0.14867E+02   0.22231E+01   0.19740E-06   0.35192E-06   0.00000E+00   0.00000E+00   0.18350E-07   0.00000E+00
  24100   0.10000E-02   0.14873E+02   0.22228E+01   0.19127E-06   0.34451E-06   0.00000E+00   0.00000E+00   0.17952E-07   0.00000E+00
  24200   0.10000E-02   0.14879E+02   0.22226E+01   0.18538E-06   0.33723E-06   0.00000E+00   0.00000E+00   0.17561E-07   0.00000E+00
  24300   0.10000E-02   0.14885E+02   0.22223E+01   0.17971E-06   0.33005E-06   0.00000E+00   0.00000E+00   0.17180E-07   0.00000E+00
  24400   0.10000E-02   0.14891E+02   0.22221E+01   0.17424E-06   0.32300E-06   0.00000E+00   0.00000E+00   0.16807E-07   0.00000E+00
  24500   0.10000E-02   0.14897E+02   0.22218E+01   0.16898E-06   0.31606E-06   0.00000E+00   0.00000E+00   0.16441E-07   0.00000E+00
  24600   0.10000E-02   0.14903E+02   0.22216E+01   0.16391E-06   0.30924E-06   0.00000E+00   0.00000E+00   0.16084E-07   0.00000E+00
  24700   0.10000E-02   0.14909E+02   0.22214E+01   0.15902E-06   0.30254E-06   0.00000E+00   0.00000E+00   0.15735E-07   0.00000E+00
  24800   0.10000E-02   0.14915E+02   0.22212E+01   0.15430E-06   0.29595E-06   0.00000E+00   0.00000E+00   0.15392E-07   0.00000E+00
  24900   0.10000E-02   0.14921E+02   0.22209E+01   0.14975E-06   0.28948E-06   0.00000E+00   0.00000E+00   0.15058E-07   0.00000E+00
  25000   0.10000E-02   0.14927E+02   0.22207E+01   0.14535E-06   0.28312E-06   0.00000E+00   0.00000E+00   0.14730E-07   0.00000E+00
  25100   0.10000E-02   0.14933E+02   0.22205E+01   0.14111E-06   0.27687E-06   0.00000E+00   0.00000E+00   0.14409E-07   0.00000E+00
  25200   0.10000E-02   0.14939E+02   0.22204E+01   0.13701E-06   0.27074E-06   0.00000E+00   0.00000E+00   0.14096E-07   0.00000E+00
  25300   0.10000E-02   0.14945E+02   0.22202E+01   0.13304E-06   0.26472E-06   0.00000E+00   0.00000E+00   0.13789E-07   0.00000E+00
  25400   0.10000E-02   0.14951E+02   0.22200E+01   0.12921E-06   0.25881E-06   0.00000E+00   0.00000E+00   0.13488E-07   0.00000E+00
  25500   0.10000E-02   0.14957E+02   0.22198E+01   0.12550E-06   0.25301E-06   0.00000E+00   0.00000E+00   0.13194E-07   0.00000E+00
  25600   0.10000E-02   0.14963E+02   0.22197E+01   0.12191E-06   0.24733E-06   0.00000E+00   0.00000E+00   0.12906E-07   0.00000E+00
  25700   0.10000E-02   0.14969E+02   0.22195E+01   0.11844E-06   0.24175E-06   0.00000E+00   0.00000E+00   0.12625E-07   0.00000E+00
  25800   0.10000E-02   0.14975E+02   0.22194E+01   0.11508E-06   0.23628E-06   0.00000E+00   0.00000E+00   0.12349E-07   0.00000E+00
  25900   0.10000E-02   0.14981E+02   0.22192E+01   0.11182E-06   0.23091E-06   0.00000E+00   0.00000E+00   0.12079E-07   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  26000   0.10000E-02   0.14987E+02   0.22191E+01   0.10867E-06   0.22565E-06   0.00000E+00   0.00000E+00   0.11815E-07   0.00000E+00
  26100   0.10000E-02   0.14993E+02   0.22190E+01   0.10561E-06   0.22050E-06   0.00000E+00   0.00000E+00   0.11556E-07   0.00000E+00
  26200   0.10000E-02   0.14999E+02   0.22189E+01   0.10265E-06   0.21544E-06   0.00000E+00   0.00000E+00   0.11303E-07   0.00000E+00
  26300   0.10000E-02   0.15005E+02   0.22187E+01   0.99785E-07   0.21049E-06   0.00000E+00   0.00000E+00   0.11055E-07   0.00000E+00
  26400   0.10000E-02   0.15011E+02   0.22186E+01   0.97003E-07   0.20563E-06   0.00000E+00   0.00000E+00   0.10813E-07   0.00000E+00
  26500   0.10000E-02   0.15017E+02   0.22185E+01   0.94306E-07   0.20088E-06   0.00000E+00   0.00000E+00   0.10575E-07   0.00000E+00
  26600   0.10000E-02   0.15023E+02   0.22184E+01   0.91690E-07   0.19622E-06   0.00000E+00   0.00000E+00   0.10343E-07   0.00000E+00
  26700   0.10000E-02   0.15029E+02   0.22183E+01   0.89152E-07   0.19166E-06   0.00000E+00   0.00000E+00   0.10115E-07   0.00000E+00
  26800   0.10000E-02   0.15036E+02   0.22183E+01   0.86690E-07   0.18719E-06   0.00000E+00   0.00000E+00   0.98927E-08   0.00000E+00
  26900   0.10000E-02   0.15042E+02   0.22182E+01   0.84301E-07   0.18282E-06   0.00000E+00   0.00000E+00   0.96747E-08   0.00000E+00
  27000   0.10000E-02   0.15048E+02   0.22181E+01   0.81983E-07   0.17854E-06   0.00000E+00   0.00000E+00   0.94613E-08   0.00000E+00
  27100   0.10000E-02   0.15054E+02   0.22181E+01   0.79732E-07   0.17435E-06   0.00000E+00   0.00000E+00   0.92524E-08   0.00000E+00
  27200   0.10000E-02   0.15060E+02   0.22180E+01   0.77547E-07   0.17025E-06   0.00000E+00   0.00000E+00   0.90478E-08   0.00000E+00
  27300   0.10000E-02   0.15066E+02   0.22179E+01   0.75425E-07   0.16623E-06   0.00000E+00   0.00000E+00   0.88475E-08   0.00000E+00
  27400   0.10000E-02   0.15071E+02   0.22179E+01   0.73365E-07   0.16231E-06   0.00000E+00   0.00000E+00   0.86515E-08   0.00000E+00
  27500   0.10000E-02   0.15077E+02   0.22179E+01   0.71364E-07   0.15846E-06   0.00000E+00   0.00000E+00   0.84596E-08   0.00000E+00
  27600   0.10000E-02   0.15083E+02   0.22178E+01   0.69420E-07   0.15470E-06   0.00000E+00   0.00000E+00   0.82719E-08   0.00000E+00
  27700   0.10000E-02   0.15089E+02   0.22178E+01   0.67532E-07   0.15102E-06   0.00000E+00   0.00000E+00   0.80882E-08   0.00000E+00
  27800   0.10000E-02   0.15095E+02   0.22178E+01   0.65698E-07   0.14742E-06   0.00000E+00   0.00000E+00   0.79083E-08   0.00000E+00
  27900   0.10000E-02   0.15101E+02   0.22178E+01   0.63915E-07   0.14390E-06   0.00000E+00   0.00000E+00   0.77323E-08   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  28000   0.10000E-02   0.15107E+02   0.22177E+01   0.62183E-07   0.14046E-06   0.00000E+00   0.00000E+00   0.75600E-08   0.00000E+00
  28100   0.10000E-02   0.15113E+02   0.22177E+01   0.60500E-07   0.13710E-06   0.00000E+00   0.00000E+00   0.73914E-08   0.00000E+00
  28200   0.10000E-02   0.15119E+02   0.22177E+01   0.58864E-07   0.13381E-06   0.00000E+00   0.00000E+00   0.72263E-08   0.00000E+00
  28300   0.10000E-02   0.15125E+02   0.22177E+01   0.57274E-07   0.13059E-06   0.00000E+00   0.00000E+00   0.70648E-08   0.00000E+00
  28400   0.10000E-02   0.15131E+02   0.22178E+01   0.55728E-07   0.12745E-06   0.00000E+00   0.00000E+00   0.69067E-08   0.00000E+00
  28500   0.10000E-02   0.15137E+02   0.22178E+01   0.54225E-07   0.12438E-06   0.00000E+00   0.00000E+00   0.67520E-08   0.00000E+00
  28600   0.10000E-02   0.15143E+02   0.22178E+01   0.52764E-07   0.12137E-06   0.00000E+00   0.00000E+00   0.66006E-08   0.00000E+00
  28700   0.10000E-02   0.15149E+02   0.22178E+01   0.51343E-07   0.11844E-06   0.00000E+00   0.00000E+00   0.64525E-08   0.00000E+00
  28800   0.10000E-02   0.15155E+02   0.22178E+01   0.49962E-07   0.11557E-06   0.00000E+00   0.00000E+00   0.63074E-08   0.00000E+00
  28900   0.10000E-02   0.15161E+02   0.22179E+01   0.48619E-07   0.11276E-06   0.00000E+00   0.00000E+00   0.61655E-08   0.00000E+00
  29000   0.10000E-02   0.15167E+02   0.22179E+01   0.47312E-07   0.11002E-06   0.00000E+00   0.00000E+00   0.60266E-08   0.00000E+00
  29100   0.10000E-02   0.15172E+02   0.22180E+01   0.46042E-07   0.10734E-06   0.00000E+00   0.00000E+00   0.58907E-08   0.00000E+00
  29200   0.10000E-02   0.15178E+02   0.22180E+01   0.44806E-07   0.10473E-06   0.00000E+00   0.00000E+00   0.57577E-08   0.00000E+00
  29300   0.10000E-02   0.15184E+02   0.22181E+01   0.43604E-07   0.10217E-06   0.00000E+00   0.00000E+00   0.56275E-08   0.00000E+00
  29400   0.10000E-02   0.15190E+02   0.22182E+01   0.42435E-07   0.99679E-07   0.00000E+00   0.00000E+00   0.55002E-08   0.00000E+00
  29500   0.10000E-02   0.15196E+02   0.22182E+01   0.41297E-07   0.97241E-07   0.00000E+00   0.00000E+00   0.53756E-08   0.00000E+00
  29600   0.10000E-02   0.15202E+02   0.22183E+01   0.40191E-07   0.94860E-07   0.00000E+00   0.00000E+00   0.52537E-08   0.00000E+00
  29700   0.10000E-02   0.15208E+02   0.22184E+01   0.39115E-07   0.92535E-07   0.00000E+00   0.00000E+00   0.51344E-08   0.00000E+00
  29800   0.10000E-02   0.15213E+02   0.22185E+01   0.38068E-07   0.90264E-07   0.00000E+00   0.00000E+00   0.50176E-08   0.00000E+00
  29900   0.10000E-02   0.15219E+02   0.22185E+01   0.37049E-07   0.88046E-07   0.00000E+00   0.00000E+00   0.49033E-08   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  30000   0.10000E-02   0.15225E+02   0.22186E+01   0.36058E-07   0.85880E-07   0.00000E+00   0.00000E+00   0.47915E-08   0.00000E+00
  30100   0.10000E-02   0.15231E+02   0.22187E+01   0.35093E-07   0.83765E-07   0.00000E+00   0.00000E+00   0.46822E-08   0.00000E+00
  30200   0.10000E-02   0.15237E+02   0.22188E+01   0.34155E-07   0.81700E-07   0.00000E+00   0.00000E+00   0.45753E-08   0.00000E+00
  30300   0.10000E-02   0.15242E+02   0.22189E+01   0.33242E-07   0.79683E-07   0.00000E+00   0.00000E+00   0.44708E-08   0.00000E+00
  30400   0.10000E-02   0.15248E+02   0.22191E+01   0.32353E-07   0.77715E-07   0.00000E+00   0.00000E+00   0.43685E-08   0.00000E+00
  30500   0.10000E-02   0.15254E+02   0.22192E+01   0.31488E-07   0.75792E-07   0.00000E+00   0.00000E+00   0.42684E-08   0.00000E+00
  30600   0.10000E-02   0.15260E+02   0.22193E+01   0.30647E-07   0.73915E-07   0.00000E+00   0.00000E+00   0.41705E-08   0.00000E+00
  30700   0.10000E-02   0.15265E+02   0.22194E+01   0.29828E-07   0.72082E-07   0.00000E+00   0.00000E+00   0.40747E-08   0.00000E+00
  30800   0.10000E-02   0.15271E+02   0.22195E+01   0.29031E-07   0.70294E-07   0.00000E+00   0.00000E+00   0.39810E-08   0.00000E+00
  30900   0.10000E-02   0.15277E+02   0.22197E+01   0.28255E-07   0.68549E-07   0.00000E+00   0.00000E+00   0.38893E-08   0.00000E+00
  31000   0.10000E-02   0.15282E+02   0.22198E+01   0.27500E-07   0.66846E-07   0.00000E+00   0.00000E+00   0.37997E-08   0.00000E+00
  31100   0.10000E-02   0.15288E+02   0.22200E+01   0.26765E-07   0.65184E-07   0.00000E+00   0.00000E+00   0.37121E-08   0.00000E+00
  31200   0.10000E-02   0.15294E+02   0.22201E+01   0.26050E-07   0.63561E-07   0.00000E+00   0.00000E+00   0.36263E-08   0.00000E+00
  31300   0.10000E-02   0.15299E+02   0.22203E+01   0.25354E-07   0.61978E-07   0.00000E+00   0.00000E+00   0.35425E-08   0.00000E+00
  31400   0.10000E-02   0.15305E+02   0.22204E+01   0.24677E-07   0.60432E-07   0.00000E+00   0.00000E+00   0.34606E-08   0.00000E+00
  31500   0.10000E-02   0.15311E+02   0.22206E+01   0.24018E-07   0.58924E-07   0.00000E+00   0.00000E+00   0.33804E-08   0.00000E+00
  31600   0.10000E-02   0.15316E+02   0.22207E+01   0.23376E-07   0.57452E-07   0.00000E+00   0.00000E+00   0.33019E-08   0.00000E+00
  31700   0.10000E-02   0.15322E+02   0.22209E+01   0.22751E-07   0.56016E-07   0.00000E+00   0.00000E+00   0.32252E-08   0.00000E+00
  31800   0.10000E-02   0.15327E+02   0.22211E+01   0.22143E-07   0.54615E-07   0.00000E+00   0.00000E+00   0.31502E-08   0.00000E+00
  31900   0.10000E-02   0.15333E+02   0.22212E+01   0.21551E-07   0.53247E-07   0.00000E+00   0.00000E+00   0.30768E-08   0.00000E+00
